a280, 1, NEAREST NEIGHBOURS, 2975.000000, 0.284372
ali535, 1, NEAREST NEIGHBOURS, 240828.000000, 8.725107
att532, 1, NEAREST NEIGHBOURS, 33387.000000, 3.545628
d1291, 1, NEAREST NEIGHBOURS, 58680.000000, 33.181322
d1655, 1, NEAREST NEIGHBOURS, 73357.000000, 58.689596
d2103, 1, NEAREST NEIGHBOURS, 86501.000000, 137.161563
d493, 1, NEAREST NEIGHBOURS, 40186.000000, 1.610845
d657, 1, NEAREST NEIGHBOURS, 60175.000000, 3.781773
fl1400, 1, NEAREST NEIGHBOURS, 25115.000000, 34.354507
fl1577, 1, NEAREST NEIGHBOURS, 25534.000000, 49.150470
fl417, 1, NEAREST NEIGHBOURS, 13887.000000, 0.921697
gil262, 1, NEAREST NEIGHBOURS, 2823.000000, 0.249421
gr202, 1, NEAREST NEIGHBOURS, 47060.000000, 0.441452
gr229, 1, NEAREST NEIGHBOURS, 157394.000000, 0.644525
gr431, 1, NEAREST NEIGHBOURS, 207189.000000, 4.244796
gr666, 1, NEAREST NEIGHBOURS, 350243.000000, 15.524089
kroA200, 1, NEAREST NEIGHBOURS, 34543.000000, 0.111698
kroB200, 1, NEAREST NEIGHBOURS, 35389.000000, 0.111399
lin318, 1, NEAREST NEIGHBOURS, 49201.000000, 0.420594
nrw1379, 1, NEAREST NEIGHBOURS, 68531.000000, 35.368150
p654, 1, NEAREST NEIGHBOURS, 43027.000000, 3.480662
pcb1173, 1, NEAREST NEIGHBOURS, 70115.000000, 25.457054
pcb442, 1, NEAREST NEIGHBOURS, 58950.000000, 1.153068
pr1002, 1, NEAREST NEIGHBOURS, 313745.000000, 13.018342
pr226, 1, NEAREST NEIGHBOURS, 92552.000000, 0.151907
pr264, 1, NEAREST NEIGHBOURS, 54491.000000, 0.248029
pr299, 1, NEAREST NEIGHBOURS, 58279.000000, 0.442329
pr439, 1, NEAREST NEIGHBOURS, 127230.000000, 1.105004
rand10_1007, 1, NEAREST NEIGHBOURS, 105447.000000, 14.070714
rand11_2143, 1, NEAREST NEIGHBOURS, 267596.000000, 137.389289
rand1_1320, 1, NEAREST NEIGHBOURS, 146134.000000, 31.951131
rand12_1592, 1, NEAREST NEIGHBOURS, 150999.000000, 56.080520
rand13_2236, 1, NEAREST NEIGHBOURS, 350682.000000, 199.259236
rand14_1198, 1, NEAREST NEIGHBOURS, 44722.000000, 23.947402
rand15_1723, 1, NEAREST NEIGHBOURS, 243562.000000, 72.233847
rand16_1381, 1, NEAREST NEIGHBOURS, 38933.000000, 36.656885
rand17_743, 1, NEAREST NEIGHBOURS, 215637.000000, 5.912452
rand18_949, 1, NEAREST NEIGHBOURS, 29486.000000, 11.815887
rand19_2056, 1, NEAREST NEIGHBOURS, 106763.000000, 121.588298
rand20_2151, 1, NEAREST NEIGHBOURS, 89809.000000, 139.280466
rand21_1697, 1, NEAREST NEIGHBOURS, 157949.000000, 68.398117
rand22_1773, 1, NEAREST NEIGHBOURS, 330133.000000, 78.543977
rand2_2189, 1, NEAREST NEIGHBOURS, 140012.000000, 153.310796
rand23_2104, 1, NEAREST NEIGHBOURS, 194667.000000, 132.209091
rand24_1892, 1, NEAREST NEIGHBOURS, 216200.000000, 95.158985
rand25_1711, 1, NEAREST NEIGHBOURS, 85373.000000, 89.165331
rand26_2097, 1, NEAREST NEIGHBOURS, 152671.000000, 129.229875
rand27_786, 1, NEAREST NEIGHBOURS, 114154.000000, 6.697931
rand28_831, 1, NEAREST NEIGHBOURS, 202289.000000, 7.906406
rand29_722, 1, NEAREST NEIGHBOURS, 188656.000000, 6.650457
rand30_1852, 1, NEAREST NEIGHBOURS, 273220.000000, 89.287865
rand3_1046, 1, NEAREST NEIGHBOURS, 276205.000000, 15.895480
rand31_1538, 1, NEAREST NEIGHBOURS, 208380.000000, 50.536959
rand32_1527, 1, NEAREST NEIGHBOURS, 189327.000000, 50.400889
rand33_1335, 1, NEAREST NEIGHBOURS, 255702.000000, 32.975058
rand34_522, 1, NEAREST NEIGHBOURS, 183645.000000, 1.954972
rand35_2058, 1, NEAREST NEIGHBOURS, 169666.000000, 122.385812
rand36_730, 1, NEAREST NEIGHBOURS, 197171.000000, 5.323457
rand37_2037, 1, NEAREST NEIGHBOURS, 182511.000000, 118.386728
rand38_1260, 1, NEAREST NEIGHBOURS, 135653.000000, 27.831929
rand39_820, 1, NEAREST NEIGHBOURS, 158571.000000, 7.916058
rand40_2223, 1, NEAREST NEIGHBOURS, 367899.000000, 154.319442
rand41_1158, 1, NEAREST NEIGHBOURS, 148530.000000, 21.873337
rand4_2126, 1, NEAREST NEIGHBOURS, 197435.000000, 137.059472
rand42_2238, 1, NEAREST NEIGHBOURS, 365238.000000, 157.426743
rand43_1640, 1, NEAREST NEIGHBOURS, 126461.000000, 76.188565
rand44_1000, 1, NEAREST NEIGHBOURS, 199749.000000, 13.344087
rand45_1606, 1, NEAREST NEIGHBOURS, 190630.000000, 71.654541
rand46_1930, 1, NEAREST NEIGHBOURS, 135830.000000, 97.602689
rand47_2279, 1, NEAREST NEIGHBOURS, 130792.000000, 161.878855
rand48_2131, 1, NEAREST NEIGHBOURS, 63553.000000, 137.494505
rand49_857, 1, NEAREST NEIGHBOURS, 190998.000000, 8.609882
rand50_1440, 1, NEAREST NEIGHBOURS, 285731.000000, 40.078767
rand5_1705, 1, NEAREST NEIGHBOURS, 105499.000000, 67.811852
rand51_873, 1, NEAREST NEIGHBOURS, 179135.000000, 8.974126
rand52_1269, 1, NEAREST NEIGHBOURS, 106577.000000, 27.706405
